breed,F1,F2,F3,F4,F5,F6,F7,F8,frac_of_breed,img
staffordshire bull terriers,any,negative,any,negative,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,negative,any,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,negative,any,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,negative,negative,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,negative,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,positive,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,positive,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,positive,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,positive,negative,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,negative,positive,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,any,any,0.078651685,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,any,negative,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,positive,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,any,positive,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,any,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,any,positive,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,negative,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,any,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,any,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,any,positive,positive,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,any,any,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,any,any,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,any,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,negative,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,negative,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,negative,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,negative,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,positive,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,positive,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,any,positive,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,positive,any,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,positive,any,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,positive,positive,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,negative,positive,positive,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,any,any,0.134831461,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,any,positive,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,positive,any,0.08988764,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,any,positive,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,negative,any,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,negative,positive,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,any,positive,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,any,any,any,0.06741573,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,any,positive,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,positive,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,negative,positive,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,any,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,any,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,any,positive,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,any,any,any,0.056179775,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,any,positive,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,negative,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,negative,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,negative,any,any,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,negative,any,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,negative,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,negative,negative,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,any,positive,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,any,positive,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,negative,positive,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,any,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,negative,positive,positive,positive,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,any,any,0.202247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,any,negative,0.056179775,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,any,positive,0.056179775,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,negative,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,positive,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,positive,negative,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,any,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,negative,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,negative,any,negative,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,negative,positive,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,any,any,0.056179775,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,any,negative,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,any,positive,positive,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,negative,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,negative,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,negative,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,negative,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,negative,negative,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,any,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,negative,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,any,positive,negative,positive,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,any,any,0.078651685,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,any,negative,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,any,positive,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,negative,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,negative,any,negative,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,positive,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,positive,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,any,positive,positive,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,negative,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,negative,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,negative,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,negative,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,negative,negative,negative,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,any,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,any,negative,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,negative,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,negative,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,positive,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,positive,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,any,positive,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,any,any,any,0.06741573,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,any,negative,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,positive,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,any,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,negative,any,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,negative,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,positive,any,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,positive,any,any,negative,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,positive,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,negative,positive,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,any,any,0.04494382,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,any,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,positive,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,any,positive,negative,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,negative,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,any,negative,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,negative,any,any,any,any,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,negative,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,negative,negative,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,negative,negative,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,any,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,any,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,any,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,any,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,positive,any,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,positive,any,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,positive,negative,any,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,any,positive,positive,positive,any,positive,negative,positive,0.011235955,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,negative,any,any,any,any,any,any,any,0.213483146,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,negative,any,any,any,any,any,any,negative,0.101123596,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,negative,any,any,any,any,any,any,positive,0.02247191,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,negative,any,any,any,any,any,negative,any,0.033707865,./img/breeds/staffordshire_bull.png
staffordshire bull terriers,negative,any,any,any,any,any,negative,negative,0.011235955,./img/breeds/staffordshire_bull.png
